Timestamp,PM,MA 5,MA 3,MA 7
2013-01-01,15.833333333333334,,,
2013-01-02,18.625,,,
2013-01-03,25.083333333333332,19.847222222222225,,
2013-01-04,85.5,43.06944444444445,,
2013-01-05,61.166666666666664,57.25,41.24166666666667,
2013-01-06,139.95833333333334,95.54166666666669,66.06666666666668,
2013-01-07,146.16666666666666,115.76388888888891,91.575,70.33333333333334
2013-01-08,118.83333333333333,134.98611111111111,110.325,85.04761904761905
2013-01-09,61.916666666666664,108.97222222222224,105.60833333333332,91.23214285714286
2013-01-10,248.29166666666666,143.0138888888889,143.03333333333333,123.1190476190476
2013-01-11,361.25,223.81944444444446,187.29166666666663,162.51190476190476
2013-01-12,568.5652173913044,392.70229468599035,271.77137681159417,234.99741200828154
2013-01-13,416.2608695652174,448.69202898550725,331.256884057971,274.4692028985507
2013-01-14,299.5,428.10869565217394,378.77355072463763,296.3739648033126
2013-01-15,114.95652173913044,276.9057971014493,352.10652173913036,295.82013457556934
2013-01-16,112.0,175.48550724637684,302.25652173913033,302.97489648033127
2013-01-17,75.79166666666667,100.91606280193237,203.70181159420284,278.3320393374741
2013-01-18,276.8333333333333,154.87500000000003,175.81630434782602,266.2725155279503
2013-01-19,189.41666666666666,180.68055555555557,153.79963768115937,212.10843685300202
2013-01-20,107.25,191.1666666666667,152.25833333333327,167.9640269151138
2013-01-21,147.83333333333334,148.1666666666667,159.42499999999993,146.29736024844712
2013-01-22,198.875,151.31944444444454,184.0416666666666,158.2857142857142
2013-01-23,378.0833333333333,241.5972222222223,204.2916666666666,196.29761904761895
2013-01-24,19.416666666666668,198.79166666666674,170.29166666666663,188.2440476190475
2013-01-25,73.95833333333333,157.15277777777786,163.6333333333333,159.26190476190465
2013-01-26,161.375,84.91666666666676,166.34166666666664,155.25595238095227
2013-01-27,312.9583333333333,182.763888888889,189.1583333333333,184.64285714285703
2013-01-28,406.375,293.5694444444445,194.81666666666666,221.57738095238082
2013-01-29,429.7826086956522,383.03864734299526,276.8898550724638,254.56418219461688
2013-01-30,277.9166666666667,371.3580917874397,317.68152173913046,240.25465838509305
2013-01-31,173.5,293.7330917874397,320.10652173913047,262.2665631469978
2013-02-01,34.583333333333336,162.00000000000014,264.43152173913046,256.6415631469978
2013-02-02,49.083333333333336,85.72222222222234,192.9731884057971,240.59989648033113
2013-02-03,188.875,90.84722222222234,144.79166666666666,222.87370600414064
2013-02-04,37.541666666666664,91.83333333333347,96.71666666666664,170.18322981366447
2013-02-05,93.41666666666667,106.61111111111126,80.69999999999997,122.13095238095227
2013-02-06,93.75,74.90277777777793,92.53333333333332,95.82142857142844
2013-02-07,12.666666666666666,66.61111111111126,85.24999999999999,72.84523809523796
2013-02-08,60.333333333333336,55.583333333333464,59.54166666666665,76.52380952380939
2013-02-09,188.58333333333334,87.19444444444457,89.74999999999999,96.45238095238082
2013-02-10,59.833333333333336,102.91666666666679,83.03333333333332,78.01785714285701
2013-02-11,65.29166666666667,104.56944444444457,77.34166666666665,81.98214285714273
2013-02-12,119.125,81.41666666666679,98.63333333333331,85.65476190476178
2013-02-13,315.0416666666667,166.48611111111126,149.575,117.26785714285701
2013-02-14,70.30434782608695,168.157004830918,125.91920289855071,125.50181159420278
2013-02-15,40.541666666666664,141.96256038647357,122.06086956521736,122.67443064182181
2013-02-16,145.375,85.40700483091801,138.07753623188404,116.50181159420276
2013-02-17,124.04166666666667,103.31944444444458,139.06086956521736,125.6744306418218
2013-02-18,22.375,97.26388888888903,80.52753623188401,119.54347826086942
2013-02-19,32.958333333333336,59.7916666666668,73.0583333333333,107.23395445134562
2013-02-20,83.41666666666667,46.250000000000135,81.6333333333333,74.1446687370599
2013-02-21,212.66666666666666,109.6805555555557,95.09166666666663,94.4821428571427
2013-02-22,85.08333333333333,127.0555555555557,87.29999999999997,100.84523809523796
2013-02-23,149.0,148.9166666666668,112.62499999999996,101.3630952380951
2013-02-24,332.875,188.98611111111128,172.6083333333333,131.1964285714284
2013-02-25,159.45833333333334,213.77777777777794,187.81666666666663,150.77976190476176
2013-02-26,216.41666666666666,236.25000000000014,188.56666666666663,176.98809523809513
2013-02-27,245.70833333333334,207.1944444444446,220.69166666666666,200.1726190476189
2013-02-28,221.125,227.75000000000014,235.11666666666665,201.38095238095224
2013-03-01,10.5,159.11111111111128,170.64166666666665,190.72619047619034
2013-03-02,48.833333333333336,93.48611111111127,148.51666666666665,176.41666666666652
2013-03-03,101.0,53.444444444444606,125.43333333333332,143.29166666666652
2013-03-04,25.08695652173913,58.30676328502432,81.30905797101448,124.09575569358164
2013-03-05,183.41666666666666,103.16787439613542,73.7673913043478,119.38146997929593
2013-03-06,226.04347826086956,144.84903381642528,116.8760869565217,116.57220496894396
2013-03-07,318.4583333333333,242.63949275362336,170.8010869565217,130.47696687370586
2013-03-08,222.16666666666666,255.55615942029002,195.034420289855,160.71506211180113
2013-03-09,64.45833333333333,201.69444444444466,202.90869565217383,162.94720496894396
2013-03-10,42.125,109.58333333333354,174.65036231884048,154.5364906832297
2013-03-11,126.58333333333333,77.72222222222243,154.75833333333327,169.03597308488597
2013-03-12,147.20833333333334,105.30555555555577,120.50833333333325,163.8633540372669
2013-03-13,22.041666666666668,98.61111111111133,80.48333333333326,134.72023809523793
2013-03-14,112.78260869565217,94.01086956521762,90.14818840579701,105.33799171842637
2013-03-15,257.5416666666667,130.7886473429954,133.23152173913036,110.39156314699781
2013-03-16,265.2173913043478,211.84722222222243,160.95833333333323,139.07142857142847
2013-03-17,351.2916666666667,291.35024154589394,201.7749999999999,183.23809523809513
2013-03-18,52.708333333333336,223.07246376811614,207.90833333333322,172.68452380952368
2013-03-19,56.166666666666664,153.38888888888908,196.58514492753613,159.67857142857133
2013-03-20,64.91666666666667,57.93055555555575,158.0601449275361,165.80357142857133
2013-03-21,157.625,92.90277777777798,136.54166666666657,172.20962732919244
2013-03-22,64.5,95.68055555555576,79.18333333333322,144.63224637681148
2013-03-23,55.166666666666664,92.43055555555576,79.6749999999999,114.6249999999999
2013-03-24,23.333333333333332,47.666666666666856,73.10833333333322,67.77380952380943
2013-03-25,113.65217391304348,64.05072463768136,82.85543478260858,76.48007246376801
2013-03-26,196.54166666666666,111.17572463768134,90.63876811594191,96.53364389233944
2013-03-27,92.70833333333333,134.30072463768133,96.28043478260858,100.50388198757754
2013-03-28,37.083333333333336,108.77777777777794,92.66376811594192,83.28364389233946
2013-03-29,95.91666666666667,75.23611111111128,107.18043478260859,87.77173913043468
2013-03-30,94.58333333333333,75.8611111111113,103.36666666666656,93.40269151138708
2013-03-31,200.45833333333334,130.31944444444463,104.1499999999999,118.7062629399585
2013-04-01,95.66666666666667,130.23611111111128,104.74166666666656,116.13690476190467
2013-04-02,116.78260869565217,137.63586956521758,120.68152173913032,104.7427536231883
2013-04-03,123.45833333333333,111.9692028985509,126.18985507246366,109.13561076604546
2013-04-04,83.29166666666667,107.8442028985509,123.93152173913032,115.73680124223593
2013-04-05,61.5,89.41666666666684,96.13985507246363,110.82013457556926
2013-04-06,15.125,53.305555555555735,80.0315217391303,99.46894409937877
2013-04-07,79.95833333333333,52.194444444444606,72.66666666666653,82.25465838509307
2013-04-08,19.291666666666668,38.12500000000016,51.8333333333332,71.34394409937877
2013-04-09,11.416666666666666,36.88888888888905,37.4583333333332,56.29166666666656
2013-04-10,12.458333333333334,14.388888888889051,27.64999999999987,40.4345238095237
2013-04-11,18.91304347826087,14.262681159420453,28.407608695652044,31.23757763975144
